,period_open,period_close,short_value,long_exposure,pnl,ending_exposure,short_exposure,capital_used,orders,transactions,gross_leverage,positions,starting_exposure,starting_value,net_leverage,ending_value,returns,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,benchmark_period_return,benchmark_volatility,alpha,beta,algorithm_period_return,sharpe,sortino,algo_volatility,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label
2023-05-04 20:00:00+00:00,2023-05-04 13:31:00+00:00,2023-05-04 20:00:00+00:00,0.0,131232.713,-969.1120000000374,131232.713,0.0,0.0,[],[],1.0026440041851443,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 232.101}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 103.968}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 96.363}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 220.989}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 161.20000000000002}]",132201.825,132201.825,1.0026440041851443,131232.713,-0.007349788881915287,-346.0648455000018,-346.0648455000018,130886.64815449998,5,0,131232.713,0.0,0.0,,,0.3088664815450004,2.97974945177941,6.0430062873650465,0.28116286948363617,-0.09116646472905876,1.0155748725990719,0.0,0.0,85,2023-05
2023-05-05 20:00:00+00:00,2023-05-05 13:31:00+00:00,2023-05-05 20:00:00+00:00,0.0,134202.248,2969.535000000018,134202.248,0.0,0.0,[],[],1.0025853482248224,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 231.366}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 104.842}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 98.762}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 227.042}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 170.06}]",131232.713,131232.713,1.0025853482248224,134202.248,0.02268783746753722,-346.0648455000018,-346.0648455000018,133856.1831545,5,0,134202.248,0.0,0.0,,,0.33856183154500075,3.1781623707757714,6.490106473649357,0.28146256881534304,-0.09116646472905876,1.0155748725990719,0.0,0.0,86,2023-05
2023-05-08 20:00:00+00:00,2023-05-08 13:31:00+00:00,2023-05-08 20:00:00+00:00,0.0,135257.944,1055.6959999999963,135257.944,0.0,0.0,[],[],1.0025651176728752,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 231.853}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 107.027}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 99.153}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 227.483}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 171.79}]",134202.248,134202.248,1.0025651176728752,135257.944,0.007886792937921161,-346.0648455000018,-346.0648455000018,134911.8791545,5,0,135257.944,0.0,0.0,,,0.3491187915450007,3.240570251268395,6.619403669115512,0.2799187122233059,-0.09116646472905876,1.0155748725990719,0.0,0.0,87,2023-05
2023-05-09 20:00:00+00:00,2023-05-09 13:31:00+00:00,2023-05-09 20:00:00+00:00,0.0,134850.016,-407.92799999998533,134850.016,0.0,0.0,[],[],1.0025728972459886,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 231.952}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 106.61}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 99.18}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 228.49200000000002}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 169.15}]",135257.944,135257.944,1.0025728972459886,134850.016,-0.003023662575575181,-346.0648455000018,-346.0648455000018,134503.9511545,5,0,134850.016,0.0,0.0,,,0.3450395115450009,3.188621334958767,6.51354740751351,0.27853093116271743,-0.09116646472905876,1.0155748725990719,0.0,0.0,88,2023-05
2023-05-10 20:00:00+00:00,2023-05-10 13:31:00+00:00,2023-05-10 20:00:00+00:00,0.0,135265.097,415.0810000000056,135265.097,0.0,0.0,[],[],1.0025649816780757,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 231.66400000000002}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 110.979}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 97.908}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 226.543}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 168.54}]",134850.016,134850.016,1.0025649816780757,135265.097,0.0030860134325958466,-346.0648455000018,-346.0648455000018,134919.03215450002,5,0,135265.097,0.0,0.0,,,0.34919032154500096,3.202401762715684,6.541298149070357,0.2769448295027339,-0.09116646472905876,1.0155748725990719,0.0,0.0,89,2023-05
2023-05-11 20:00:00+00:00,2023-05-11 13:31:00+00:00,2023-05-11 20:00:00+00:00,0.0,136942.984,1677.886999999988,136942.984,0.0,0.0,[],[],1.002533474749226,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 234.358}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 115.766}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 96.136}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 226.729}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 172.08}]",135265.097,135265.097,1.002533474749226,136942.984,0.012436251381336527,-346.0648455000018,-346.0648455000018,136596.9191545,5,0,136942.984,0.0,0.0,,,0.36596919154500096,3.3063592353582894,6.763122928958429,0.2757884825097209,-0.09116646472905876,1.0155748725990719,0.0,0.0,90,2023-05
2023-05-12 20:00:00+00:00,2023-05-12 13:31:00+00:00,2023-05-12 20:00:00+00:00,0.0,136315.03000000003,-627.9539999999688,136315.03000000003,0.0,0.0,[],[],1.0025451752545647,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 232.39000000000001}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 116.7}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 96.126}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 227.092}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 167.98}]",136942.984,136942.984,1.0025451752545647,136315.03000000003,-0.004597131501111851,-346.0648455000018,-346.0648455000018,135968.96515450004,5,0,136315.03000000003,0.0,0.0,,,0.3596896515450012,3.2379054717637463,6.620150340322594,0.2745926008456853,-0.09116646472905876,1.0155748725990719,0.0,0.0,91,2023-05
2023-05-15 20:00:00+00:00,2023-05-15 13:31:00+00:00,2023-05-15 20:00:00+00:00,0.0,136572.55200000003,257.5219999999972,136572.55200000003,0.0,0.0,[],[],1.0025403638655639,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 237.409}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 115.70700000000001}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 96.308}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 228.496}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 166.35}]",136315.03000000003,136315.03000000003,1.0025403638655639,136572.55200000003,0.001893976318106061,-346.0648455000018,-346.0648455000018,136226.48715450004,5,0,136572.55200000003,0.0,0.0,,,0.3622648715450014,3.239293217316367,6.622912610266561,0.27309307619962375,-0.09116646472905876,1.0155748725990719,0.0,0.0,92,2023-05
2023-05-16 20:00:00+00:00,2023-05-16 13:31:00+00:00,2023-05-16 20:00:00+00:00,0.0,136472.807,-99.74500000002445,136472.807,0.0,0.0,[],[],1.002542225282283,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 237.369}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 118.686}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 93.971}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 226.199}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 166.52}]",136572.55200000003,136572.55200000003,1.002542225282283,136472.807,-0.0007321997511900991,-346.0648455000018,-346.0648455000018,136126.7421545,5,0,136472.807,0.0,0.0,,,0.36126742154500113,3.2136539023162363,6.572004625914672,0.2716945931009668,-0.09116646472905876,1.0155748725990719,0.0,0.0,93,2023-05
2023-05-17 20:00:00+00:00,2023-05-17 13:31:00+00:00,2023-05-17 20:00:00+00:00,0.0,139251.981,2779.173999999999,139251.981,0.0,0.0,[],[],1.0024913614558726,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 241.012}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 120.007}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 96.07900000000001}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 228.339}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 173.86}]",136472.807,136472.807,1.0024913614558726,139251.981,0.020416076635740854,-346.0648455000018,-346.0648455000018,138905.9161545,5,0,139251.981,0.0,0.0,,,0.3890591615450012,3.381450819362472,6.951129931652663,0.2716515060415742,-0.09116646472905876,1.0155748725990719,0.0,0.0,94,2023-05
2023-05-18 20:00:00+00:00,2023-05-18 13:31:00+00:00,2023-05-18 20:00:00+00:00,0.0,141090.365,1838.383999999991,141090.365,0.0,0.0,[],[],1.0024588196120205,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 245.35}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 121.983}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 96.95}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 229.27100000000002}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 176.89000000000001}]",139251.981,139251.981,1.0024588196120205,141090.365,0.013234742269402133,-346.0648455000018,-346.0648455000018,140744.3001545,5,0,141090.365,0.0,0.0,,,0.407443001545001,3.4879030024915343,7.181521576429302,0.27065370770208924,-0.09116646472905876,1.0155748725990719,0.0,0.0,95,2023-05
2023-05-19 20:00:00+00:00,2023-05-19 13:31:00+00:00,2023-05-19 20:00:00+00:00,0.0,141561.979,471.6140000000014,141561.979,0.0,0.0,[],[],1.0024506079755386,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 244.148}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 121.913}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 97.399}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 228.98600000000002}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 180.14000000000001}]",141090.365,141090.365,1.0024506079755386,141561.979,0.0033508568338631584,-346.0648455000018,-346.0648455000018,141215.9141545,5,0,141561.979,0.0,0.0,,,0.412159141545001,3.502543120767523,7.21128613140753,0.26922620749862086,-0.09116646472905876,1.0155748725990719,0.0,0.0,96,2023-05
2023-05-22 20:00:00+00:00,2023-05-22 13:31:00+00:00,2023-05-22 20:00:00+00:00,0.0,143354.573,1792.5940000000119,143354.573,0.0,0.0,[],[],1.0024198899070125,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 246.811}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 124.188}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 96.217}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 226.994}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 188.87}]",141561.979,141561.979,1.0024198899070125,143354.573,0.01269399423381401,-346.0648455000018,-346.0648455000018,143008.5081545,5,0,143354.573,0.0,0.0,,,0.430085081545001,3.6025421007119496,7.427524845753455,0.26820872029272835,-0.09116646472905876,1.0155748725990719,0.0,0.0,97,2023-05
2023-05-23 20:00:00+00:00,2023-05-23 13:31:00+00:00,2023-05-23 20:00:00+00:00,0.0,141580.328,-1774.2449999999953,141580.328,0.0,0.0,[],[],1.002450289595248,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 245.241}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 121.715}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 97.527}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 220.418}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 185.77}]",143354.573,143354.573,1.002450289595248,141580.328,-0.01240656953139574,-346.0648455000018,-346.0648455000018,141234.26315450002,5,0,141580.328,0.0,0.0,,,0.41234263154500117,3.448353385405882,7.06010619347206,0.2680905851071034,-0.09116646472905876,1.0155748725990719,0.0,0.0,98,2023-05
2023-05-24 20:00:00+00:00,2023-05-24 13:31:00+00:00,2023-05-24 20:00:00+00:00,0.0,140967.17799999999,-613.1500000000233,140967.17799999999,0.0,0.0,[],[],1.0024609735887937,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 247.696}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 120.066}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 98.618}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 218.131}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 182.9}]",141580.328,141580.328,1.0024609735887937,140967.17799999999,-0.004341368633256293,-346.0648455000018,-346.0648455000018,140621.1131545,5,0,140967.17799999999,0.0,0.0,,,0.406211131545001,3.3857556467877994,6.929748539634031,0.26702524424699925,-0.09116646472905876,1.0155748725990719,0.0,0.0,99,2023-05
2023-05-25 20:00:00+00:00,2023-05-25 13:31:00+00:00,2023-05-25 20:00:00+00:00,0.0,141946.94,979.762000000017,141946.94,0.0,0.0,[],[],1.002443945668573,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 251.155}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 122.629}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 96.849}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 219.24}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 184.47}]",140967.17799999999,140967.17799999999,1.002443945668573,141946.94,0.006967389021615533,-346.0648455000018,-346.0648455000018,141600.8751545,5,0,141946.94,0.0,0.0,,,0.4160087515450013,3.434344001607603,7.030270610033907,0.2657273779697125,-0.09116646472905876,1.0155748725990719,0.0,0.0,100,2023-05
2023-05-26 20:00:00+00:00,2023-05-26 13:31:00+00:00,2023-05-26 20:00:00+00:00,0.0,144763.739,2816.798999999999,144763.739,0.0,0.0,[],[],1.0023962776545603,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 260.448}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 123.751}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 96.217}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 220.84}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 193.17000000000002}]",141946.94,141946.94,1.0023962776545603,144763.739,0.019892525359935798,-346.0648455000018,-346.0648455000018,144417.6741545,5,0,144763.739,0.0,0.0,,,0.4441767415450013,3.5882791723750453,7.379637654397576,0.26564165730921857,-0.09116646472905876,1.0155748725990719,0.0,0.0,101,2023-05
2023-05-30 20:00:00+00:00,2023-05-30 13:31:00+00:00,2023-05-30 20:00:00+00:00,0.0,145295.18,531.4409999999916,145295.18,0.0,0.0,[],[],1.0023874919493723,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 260.925}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 122.81700000000001}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 95.364}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 217.53300000000002}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 201.16}]",144763.739,144763.739,1.0023874919493723,145295.18,0.0036798889271090207,-346.0648455000018,-346.0648455000018,144949.1151545,5,0,145295.18,0.0,0.0,,,0.4494911515450011,3.6052159383595797,7.414107678929795,0.26432337752274343,-0.09116646472905876,1.0155748725990719,0.0,0.0,102,2023-05
2023-05-31 20:00:00+00:00,2023-05-31 13:31:00+00:00,2023-05-31 20:00:00+00:00,0.0,145287.251,-7.929000000003725,145287.251,0.0,0.0,[],[],1.0023876225569943,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 263.112}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 122.023}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 93.659}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 216.934}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 203.93}]",145295.18,145295.18,1.0023876225569943,145287.251,-5.470195517609522e-05,-346.0648455000018,-346.0648455000018,144941.1861545,5,0,145287.251,0.0,0.0,,,0.4494118615450011,3.586402659327125,7.376981081985247,0.2630929198086692,-0.09116646472905876,1.0155748725990719,0.0,0.0,103,2023-05
2023-06-01 20:00:00+00:00,2023-06-01 13:31:00+00:00,2023-06-01 20:00:00+00:00,0.0,147913.627,2626.3760000000184,147913.627,0.0,0.0,"[{'id': 'c02a88193b3d471b983255049975738a', 'dt': Timestamp('2023-06-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2023-06-01 20:00:00+0000', tz='UTC'), 'amount': -14, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(195146 [GOOGL]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'bdf4e07d843347148fcebc439be83cff', 'dt': Timestamp('2023-06-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2023-06-01 20:00:00+0000', tz='UTC'), 'amount': 51, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(199739 [XOM]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '41bcc02c5ba94d9ea00dde71a8921e7a', 'dt': Timestamp('2023-06-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2023-06-01 20:00:00+0000', tz='UTC'), 'amount': 12, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(193960 [V]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd09fa3db9e0548ac8fed55a37a98aa74', 'dt': Timestamp('2023-06-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2023-06-01 20:00:00+0000', tz='UTC'), 'amount': -4, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(194817 [META]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '280d19e0b60d494782073a2b54437078', 'dt': Timestamp('2023-06-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2023-06-01 20:00:00+0000', tz='UTC'), 'amount': -24, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(194897 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.002345128159925,"[{'sid': Equity(194817 [META]), 'amount': 113, 'cost_basis': 126.66067390069041, 'last_sale_price': 270.954}, {'sid': Equity(195146 [GOOGL]), 'amount': 255, 'cost_basis': 89.37815884909816, 'last_sale_price': 122.867}, {'sid': Equity(199739 [XOM]), 'amount': 260, 'cost_basis': 97.3458057711538, 'last_sale_price': 94.741}, {'sid': Equity(193960 [V]), 'amount': 120, 'cost_basis': 210.296445175, 'last_sale_price': 222.302}, {'sid': Equity(194897 [TSLA]), 'amount': 167, 'cost_basis': 129.09388117470945, 'last_sale_price': 207.52}]",145287.251,145287.251,1.002345128159925,147913.627,0.018120287750373665,-346.0648455000018,-346.0648455000018,147567.56215450002,5,0,147913.627,0.0,0.0,,,0.4756756215450013,3.723413879350834,7.6863669754468065,0.26276727894470603,-0.09116646472905876,1.0155748725990719,0.0,0.0,104,2023-06
